Torneo,Fecha,Categoria,Pregunta_ES,Opcion1_ES,Opcion2_ES,Opcion3_ES,Pregunta_PT,Opcion1_PT,Opcion2_PT,Opcion3_PT,Pregunta_EN,Opcion1_EN,Opcion2_EN,Opcion3_EN,Respuesta_Correcta,Es_Ordenamiento
Mundial_3,5,versiculos,"¿En qué carta de Pablo se enumeran las virtudes conocidas como ""el fruto del Espíritu""?",Gálatas 5,Efesios 4,Colosenses 3,"Em qual carta de Paulo são enumeradas as virtudes conhecidas como ""o fruto do Espírito""?",Gálatas 5,Efésios 4,Colossenses 3,"In which letter of Paul are the virtues known as ""the fruit of the Spirit"" listed?",Galatians 5,Ephesians 4,Colossians 3,1,FALSE
Mundial_3,5,versiculos,¿Qué libro profético concluye anunciando el envío del profeta Elías antes del día grande del Señor?,Malaquías,Zacarías,Sofonías,Qual livro profético conclui anunciando o envio do profeta Elias antes do grande dia do Senhor?,Malaquias,Zacarias,Sofonias,Which prophetic book concludes by announcing the sending of Elijah the prophet before the great day of the LORD?,Malachi,Zechariah,Zephaniah,1,FALSE
Mundial_3,5,versiculos,"¿En qué pasaje de 2 Timoteo se afirma que ""Toda la Escritura es inspirada por Dios""?",2 Timoteo 3:16,1 Timoteo 2:5,2 Timoteo 4:7,"Em qual passagem de 2 Timóteo se afirma que ""Toda a Escritura é inspirada por Deus""?",2 Timóteo 3:16,1 Timóteo 2:5,2 Timóteo 4:7,"In which passage of 2 Timothy is it stated that ""All Scripture is God-breathed""?",2 Timothy 3:16,1 Timothy 2:5,2 Timothy 4:7,1,FALSE
Mundial_3,5,personajes,¿Qué rey de Babilonia sacó de la cárcel al rey Joaquín de Judá y le dio un trono de honor?,Evil-merodac,Belsasar,Nergal-sar-eser,Qual rei da Babilônia tirou o rei Joaquim de Judá da prisão e lhe deu um trono de honra?,Evil-Merodaque,Belsazar,Nergal-Sarezer,Which king of Babylon released King Jehoiachin of Judah from prison and gave him a seat of honor?,Evil-merodach,Belshazzar,Nergal-sharezer,1,FALSE
Mundial_3,5,personajes,¿Qué primo de Ester descubrió la conspiración de los eunucos Bigtán y Teres contra el rey?,Mardoqueo,Amán,Hegai,Qual primo de Ester descobriu a conspiração dos eunucos Bigtã e Teres contra o rei?,Mardoqueu,Hamã,Hegai,Which cousin of Esther uncovered the plot of the eunuchs Bigthan and Teresh against the king?,Mordecai,Haman,Hegai,1,FALSE
Mundial_3,5,personajes,¿Qué colaborador de Pablo refrescó su espíritu y no se avergonzó de sus cadenas en Roma?,Onesíforo,Demas,Alejandro,Qual colaborador de Paulo revigorou seu espírito e não se envergonhou de suas algemas em Roma?,Onesíforo,Demas,Alexandre,Which co-worker of Paul refreshed his spirit and was not ashamed of his chains in Rome?,Onesiphorus,Demas,Alexander,1,FALSE
Mundial_3,5,eventos,¿En qué monte murieron los tres hijos de Saúl y cayó el propio rey sobre su espada?,Monte Gilboa,Monte Carmelo,Monte Tabor,Em qual monte morreram os três filhos de Saul e o próprio rei caiu sobre sua espada?,Monte Gilboa,Monte Carmelo,Monte Tabor,On which mountain did Saul's three sons die and the king himself fall on his sword?,Mount Gilboa,Mount Carmel,Mount Tabor,1,FALSE
Mundial_3,5,eventos,¿Qué emperador asirio completó el sitio de Samaria y deportó al reino del norte de Israel?,Sarcón II,Senaquerib,Tiglat-pileser III,Qual imperador assírio completou o cerco de Samaria e deportou o reino do norte de Israel?,Sargão II,Senaqueribe,Tiglate-Pileser III,Which Assyrian emperor completed the siege of Samaria and deported the northern kingdom of Israel?,Sargon II,Sennacherib,Tiglath-Pileser III,1,FALSE
Mundial_3,5,eventos,¿Cuál fue la primera plaga en Egipto de la que Dios eximió explícitamente a la tierra de Gosén?,Las moscas,Las ranas,Los piojos,Qual foi a primeira praga no Egito da qual Deus isentou explicitamente a terra de Gósen?,As moscas,As rãs,Os piolhos,Which was the first plague in Egypt from which God explicitly exempted the land of Goshen?,Flies,Frogs,Gnats,1,FALSE
Mundial_3,5,versiculos,"¿En qué libro y capítulo profético se promete: ""Los que esperan a Jehová tendrán nuevas fuerzas""?",Isaías 40,Isaías 55,Jeremías 29,"Em qual livro e capítulo profético se promete: ""Os que esperam no Senhor renovarão as suas forças""?",Isaías 40,Isaías 55,Jeremias 29,"In which prophetic book and chapter is it promised: ""Those who hope in the LORD will renew their strength""?",Isaiah 40,Isaiah 55,Jeremiah 29,1,FALSE
Mundial_3,5,versiculos,"¿En qué epístola se define a Dios diciendo textualmente ""Dios es amor""?",1 Juan 4,1 Corintios 13,Efesios 2,"Em qual epístola se define a Deus dizendo textualmente ""Deus é amor""?",1 João 4,1 Coríntios 13,Efésios 2,"In which epistle is God defined with the statement ""God is love""?",1 John 4,1 Corinthians 13,Ephesians 2,1,FALSE
Mundial_3,5,versiculos,"¿En qué Evangelio y capítulo promete Jesús ""Vendré otra vez, y os tomaré a mí mismo""?",Juan 14,Mateo 24,Lucas 21,"Em qual Evangelho e capítulo Jesus promete ""Virei outra vez e vos tomarei para mim mesmo""?",João 14,Mateus 24,Lucas 21,"In which Gospel and chapter does Jesus promise ""I will come back and take you to be with me""?",John 14,Matthew 24,Luke 21,1,FALSE
Mundial_3,6,ciudades,¿En qué ciudad permaneció el Tabernáculo durante el periodo de los Jueces hasta la época de Elí?,Silo,Betel,Mizpa,Em qual cidade o Tabernáculo permaneceu durante o período dos Juízes até a época de Eli?,Siló,Betel,Mispá,In which city did the Tabernacle reside during the period of the Judges until the time of Eli?,Shiloh,Bethel,Mizpah,1,FALSE
Mundial_3,6,ciudades,¿Qué ciudad del reino del norte fue asediada por Ben-hadad provocando una extrema hambruna?,Samaria,Tirsa,Jezreel,Qual cidade do reino do norte foi cercada por Ben-Hadade provocando uma extrema fome?,Samaria,Tirza,Jezreel,Which northern kingdom city was besieged by Ben-hadad causing severe famine?,Samaria,Tirzah,Jezreel,1,FALSE
Mundial_3,6,elementos,¿Qué objeto de bronce mandó construir Dios a Moisés para sanar a los picados por serpientes?,Una serpiente,Un altar,Un candelabro,Qual objeto de bronze Deus mandou Moisés construir para curar os picados por serpentes?,Uma serpente,Um altar,Um candelabro,What bronze item did God command Moses to construct to heal those bitten by poisonous snakes?,A serpent,An altar,A lampstand,1,FALSE
Mundial_3,6,elementos,¿Qué rey piadoso destruyó la serpiente de bronce (Nehustán) porque el pueblo le quemaba incienso?,Ezequías,Josías,Asá,Qual rei piedoso destruiu a serpente de bronze (Neustã) porque o povo queimava incenso para ela?,Ezequias,Josias,Asa,Which godly king destroyed the bronze serpent (Nehushtan) because people burned incense to it?,Hezekiah,Josiah,Asa,1,FALSE
Mundial_3,6,elementos,¿Qué objeto usó Gedeón para confirmar la voluntad de Dios mediante el rocío nocturno?,Un vellón de lana,Una vasija de barro,Una trompeta de cuerno,Qual objeto Gideão usou para confirmar a vontade de Deus mediante o orvalho noturno?,Uma lã de ovelha,Um vaso de barro,Uma trombeta de chifre,What item did Gideon use to test God's will concerning the overnight dew?,A fleece of wool,A clay jar,A ram's horn trumpet,1,FALSE
Mundial_3,6,elementos,¿Con qué dinero compró el Sanedrín el Campo del Alfarero tras la muerte de Judas Iscariote?,Las 30 piezas de plata,Monedas de oro del Templo,Diezmos del granero,Com qual dinheiro o Sinédrio comprou o Campo do Oleiro após a morte de Judas Iscariotes?,As 30 moedas de prata,Moedas de ouro do Templo,Dízimos do celeiro,With what money did the Sanhedrin buy the Potter's Field after Judas Iscariot died?,The 30 silver coins,Temple gold coins,Barn tithes,1,FALSE
Mundial_3,6,elementos,¿Qué objeto rompió el profeta Jeremías en el valle de Ben-hinom como señal de juicio sobre Judá?,Una vasija de barro,Un yugo de madera,Un plato de bronce,Qual objeto o profeta Jeremias quebrou no vale de Ben-Hinom como sinal de julgamento sobre Judá?,Um vaso de barro,Um jugo de madeira,Um prato de bronze,What item did Jeremiah break in the Valley of Ben-hinnom as a sign of judgment on Judah?,A potter's clay jar,A wooden yoke,A bronze dish,1,FALSE
Mundial_3,6,elementos,¿Qué hizo el falso profeta Hananías para contradecir públicamente el mensaje de Jeremías?,Rompió el yugo de madera,Quemó un rollo de papiro,Derramó aceite al suelo,O que o falso profeta Hananias fez para contradizer publicamente a mensagem de Jeremias?,Quebrou o jugo de madeira,Queimou um rolo de papiro,Derramou azeite no chão,What did false prophet Hananiah do to publicly contradict Jeremiah's message?,Broke the wooden yoke,Burned a papyrus scroll,Poured oil on the ground,1,FALSE
Mundial_3,6,elementos,¿Qué instrumento musical tocaban los sacerdotes para anunciar la llegada del Año del Jubileo?,El Shofar,La trompeta de plata,El címbalo,Qual instrumento musical os sacerdotes tocavam para anunciar a chegada do Ano do Jubileu?,O Shofar,A trombeta de prata,O címbalo,What musical instrument did priests blow to proclaim the arrival of the Year of Jubilee?,The Shofar,The silver trumpet,The cymbal,1,FALSE
Mundial_3,6,elementos,¿De qué madera estaban hechas las dos estatuas de querubines recubiertas de oro en el Templo de Salomón?,Madera de olivo,Madera de acacia,Cedro del Líbano,De qual madeira eram feitas as duas estátuas de querubins revestidas de ouro no Templo de Salomão?,Madeira de oliveira,Madeira de acácia,Cedro do Líbano,From what wood were the two gold-overlaid cherubim statues in Solomon's Temple sculpted?,Olive wood,Acacia wood,Cedar of Lebanon,1,FALSE
Mundial_3,6,elementos,¿Qué prenda profética se rasgó cuando Saúl intentó retener a Samuel al perder el reino?,El manto de Samuel,El cinturón de Saúl,La túnica sacerdotal,Qual peça profética se rasgou quando Saul tentou reter Samuel ao perder o reino?,O manto de Samuel,O cinto de Saul,A túnica sacerdotal,Which prophetic garment tore when Saul grabbed it as Samuel turned to leave?,Samuel's robe,Saul's belt,The priestly tunic,1,FALSE
Mundial_3,6,elementos,¿Qué objeto halló la mujer en la parábola de Jesús que la llevó a convocar a sus vecinas para celebrar?,Una dracma de plata,Un anillo de oro,Un collar de perlas,Qual objeto a mulher encontrou na parábola de Jesus que a levou a convocar suas vizinhas para celebrar?,Uma dracma de prata,Um anel de ouro,Um colar de pérolas,What object did the woman find in Jesus' parable that led her to call her neighbors to celebrate?,A silver drachma,A gold ring,A pearl necklace,1,FALSE
Mundial_3,6,personajes,¿Qué valiente guerrero de David mató a un león en un foso en un día de nieve?,Benaías,Abisai,Eleazar,Qual valente guerreiro de Davi matou um leão num poço num dia de neve?,Benaia,Abisai,Eleazar,Which mighty warrior of David killed a lion in a pit on a snowy day?,Benaiah,Abishai,Eleazar,1,FALSE
Mundial_3,6,personajes,¿Qué famoso maestro de la Ley y fariseo aconsejó al Sanedrín no perseguir a los apóstoles?,Gamaliel,Nicodemo,Caifás,Qual famoso mestre da Lei e fariseu aconselhou o Sinédrio a não perseguir os apóstolos?,Gamaliel,Nicodemos,Caifás,Which famous teacher of the Law and Pharisee advised the Sanhedrin to leave the apostles alone?,Gamaliel,Nicodemus,Caiaphas,1,FALSE
Mundial_3,6,personajes,¿Qué artesano principal de la tribu de Judá fue lleno del Espíritu de Dios para construir el Tabernáculo?,Bezaleel,Aholiab,Hiram,Qual artesão principal da tribo de Judá foi cheio do Espírito de Deus para construir o Tabernáculo?,Bezalel,Aoliabe,Hirão,Which chief craftsman of the tribe of Judah was filled with the Spirit of God to build the Tabernacle?,Bezalel,Oholiab,Hiram,1,FALSE
Mundial_3,6,personajes,¿Quién fue el fiel escriba y secretario que dictó y escribió las profecías de Jeremías?,Baruc,Seraías,Gemarías,Quem foi o fiel escriba e secretário que anotou e escreveu as profecias de Jeremias?,Baruque,Seraías,Gemarias,Who was the faithful scribe and secretary who wrote down the prophecies of Jeremiah?,Baruch,Seraiah,Gemariah,1,FALSE
Mundial_3,6,personajes,¿Quién fue la esposa de Moisés que circuncidó a su hijo utilizando un pedernal afilado?,Séfora,María,Cantura,Quem foi a esposa de Moisés que circuncidou seu filho utilizando uma pedra afiada?,Zípora,Miriã,Quetura,Who was Moses' wife who circumcised her son using a sharp flint stone?,Zipporah,Miriam,Keturah,1,FALSE
Mundial_3,6,personajes,¿Qué hijo lisiado de Jonatán fue recibido por David en su mesa y restaurado en sus tierras ancestrales?,Mefiboset,Micaías,Ish-boset,Qual filho aleijado de Jônatas foi recebido por Davi em sua mesa e teve suas terras restauradas?,Mefibosete,Micaías,Isbosete,Which crippled son of Jonathan was brought to David's table and restored his family lands?,Mephibosheth,Micaiah,Ish-bosheth,1,FALSE
Mundial_3,6,personajes,¿Qué mujer prudente evitó una masacre razonando con David tras la insensatez de su esposo Nabal?,Abigail,Betsabé,Mical,Qual mulher prudente evitou um massacre argumentando com Davi após a insensatez de seu marido Nabal?,Abigail,Bate-Seba,Mical,Which wise woman prevented bloodshed by reasoning with David after her husband Nabal acted foolishly?,Abigail,Bathsheba,Michal,1,FALSE
Mundial_3,6,personajes,¿Qué sierva de la iglesia de Cencreas llevó personalmente la epístola de Pablo a los Romanos?,Febe,Priscila,Junia,Qual serva da igreja de Cencreia levou pessoalmente a epístola de Paulo aos Romanos?,Febe,Priscila,Júnia,Which servant of the church in Cenchreae carried Paul's epistle to the Romans?,Phoebe,Priscilla,Junia,1,FALSE
